id,popularity
6IfByzdeGt3iIsakTp16vz,50.22071838378906
17TO3XH1slhDyqnwypne06,28.514354705810547
5chxjST0MfWZPsaHrWgiqe,37.274513244628906
4Db6PxFIiK1a6nCEJABTHk,36.23682403564453
3MPKTMJIxlORqcxw542HHK,44.63572311401367
6VcRVPVTBPw0VBBLaWnxUd,26.506725311279297
5srKMwXoeyrRnyTnNbpgIW,67.3997802734375
0Tel1fmuCxEFV6wBLXsEdk,41.54863739013672
0opKedsbLA4lXauh3vLwij,38.0513801574707
00kRVu8i7miPCOki4eftOh,36.46653366088867
0e5UZ9IVx4oa7wCESemEFw,10.112293243408203
12Fkyg9lpmaz2zmKOfw2Y2,62.38200378417969
5STWTcdDBVkMBkSGw1Ga6i,18.059219360351562
3jTavhTXfWlnu8zsn9NCAY,41.721763610839844
1x2sGAnOMI0xZd8dZgLdCe,19.29993438720703
6vXWPTvqLgWrARnkf7UN9w,20.07781219482422
4J85vtoJQoazpZoUeGSiR5,10.947357177734375
6c1lmbshhocIyJDNDbOH75,52.95309829711914
0tzKyOcYe78OXSdZPWimaJ,28.63589096069336
5V1qVYdXSROLjeQL9nTCci,19.953643798828125
43gCbQcWZtkNxqrOvrv6oz,25.125152587890625
5NNMzoAvkxX6ZUiLqiAglu,-2.8435897827148438
1UW1cjdH4XuFAL6KdhQecd,35.66473388671875
5tJAYcXTr3ZsnjJno5bvOZ,0.5491104125976562
5RBx3tM9hmVJAOnSUHIWkn,47.32436752319336
0wuaT5AUvkTJguxXwZU6QS,9.364765167236328
2wQN8tMYOHStr6Q61jh0IK,39.32424545288086
1s1RcqY9wVBCiRtazOUqpi,27.898109436035156
4dtlsMh8wam865qaU4WEnM,48.305233001708984
7jEVW8o2CIfdgziEJXnii8,36.735713958740234
65JmIZCsgkw2mbfobxt1CR,37.88664245605469
5mrWrdCAOl9KT9lCokRCz1,30.580825805664062
7djxemkRcsWAqrWTye4Vxt,31.19863510131836
28cj2OUozhatkBNkhYUA87,28.697673797607422
6kD1SNGPkfX9LwaGd1FG92,2.7115859985351562
66olzBxCgKlpFRB1LKH5pO,45.579254150390625
1r1YvegGfckWHCAQAFYOm8,18.238929748535156
720YcfJfcMrRgn42LCdZZt,31.320205688476562
08FaSxzzqD69IdT087WoBj,16.51982879638672
6bwRCPiP5Y4Y9RhdTOzTGD,12.650638580322266
2rQvZscmpb6a7ejDiKprcL,49.387367248535156
635PqgECfFbL0MNLogX7Yv,53.47718048095703
6k2EnzDfpOE5GOX5cCv5zU,6.510913848876953
2VSd0rlovKyQnDStM7TYgk,8.137256622314453
1FojCmcsEdNgBMobm5v0hD,52.12999725341797
0Y2KgPtGisIsdXfCefd7xE,-0.7682533264160156
1SywzbJaeZhb9aqpDytrEt,21.719966888427734
3oQI89ONOFsbdo8mkm80fE,17.633991241455078
4zRnEeAA8w9VWZ2DKYPJ3b,40.448001861572266
4zjrsX1IerxR6MWLmYip9m,15.919288635253906
6RMpR8v0WmlIhChhua2hso,36.52595138549805
3GSr0ADpd8dopn3oYdt79M,29.144805908203125
3l9OCOG3Vt6c2lxeMyGSIY,46.58220291137695
2saUC1zF54xYGKmshY8ZgK,2.849376678466797
5spvEbxrBfQGVIma67vwDM,22.047569274902344
5xXeIlEiWIA8xnPa8BkJyj,30.770339965820312
4WpsAiAJkgwLN9rrVUvn5t,10.849468231201172
7i02kwNspOmgoEex1F7alO,6.1221466064453125
7pN6VXqfhGqxCepdsYrZdi,34.59553146362305
1qLyaDYSah7OEf7YbJmyIL,2.1286773681640625
2oOCYaGkOpOB5HPo15cEGl,45.41451644897461
4uSPPwbdSSXzZbkgrj3dnb,4.360820770263672
7H3ojI1BsVy0dEJENqMt1k,39.933712005615234
5pQtfVIaQvINzl0XIGKNrC,37.57402038574219
4FIJGN79n749hSNWy5IFce,30.997844696044922
43V6FVwwmOmIePinSLyjsK,43.7762336730957
07Hx52VDE1d0ioKIrch9MF,-11.375198364257812
5RaNvzMaYGCZ8ggLWPYTxh,31.531288146972656
4N5jIOO9XyeRre5EvsFvZY,37.757713317871094
2VNcaVb8kbQmc42obTg6ig,33.716739654541016
5J2x7kz4AtCTva5HlWQNrg,-4.488605499267578
03yOjwHoOPDlTUg0NRxN6t,47.33510208129883
7G0PgkkbavF7Rh4zNrUxH0,53.34038162231445
2Ezia43Cm4DtUJhUZkbuFD,28.776859283447266
0aLvn31cmUcmhtSnbty3iS,29.098552703857422
54AsKKJcFmJ6BhVu2ym5Aw,3.9522743225097656
4zvfgpO3ZUsBXKg2Ikw6D9,31.32030487060547
3YOq5ktJctZ17WBQTOwvsr,4.9680328369140625
6ua2K2iM6bpv4HInHwsi5n,-2.1936378479003906
2FLpVTchd5oEAHBAUgWdnH,-2.4566307067871094
5ByzOSn3xMsSRmTZnVvoNm,33.55364227294922
5UataKynZI2Olp6Wx5kaMk,48.48806381225586
37V2ifieSCv4oM55BVXTjr,34.949710845947266
18hahtHG0qUezY5cGxn8yT,10.71868896484375
6jz32sjDndaTFNqpC6ZkDF,33.89105987548828
1RzvCKDGLcPaz9jEpsADWZ,23.703041076660156
5KF0EK4CXSyX9XBNQXw6kJ,29.480331420898438
0EW6paOjVIZKJELj0WGgRN,2.4226760864257812
4nt0otvwM79AhZJ3ZteZ8B,23.754146575927734
0epvB5IScNb8RByxjIfBci,-3.23687744140625
51MSfW6U4piwNTOmzTRaF9,-2.5725746154785156
648gUDINTdOBbcSaFNIQOy,-2.440624237060547
7ufN3BIJQLiPIApEqDejeK,7.256877899169922
2RTJb38a9YyVuxDDR3S7ot,-2.1761245727539062
40IHflbrHcOuC8ZcYxUSAC,37.72319030761719
0yJPBuuvvstUhx4gfjAFTr,38.3311882019043
5UTBBjPbSAWpnhaXsFtCrA,24.206893920898438
5p4Hg7eUMnEFYu4Gkb6n0S,28.438934326171875
2pA4ip3VIEVcIa3qE02oAX,44.52751541137695
5TQEggGtsutzhOsYFfCAtE,46.70006561279297
13AR51QUAk0N0Hg75wnaSe,13.614990234375
7l7Z8o9JeetyPgaDFgEiPz,47.64033508300781
4FSaAAFjxV3tiRjjtDkEr0,22.31917953491211
5uhbZrlsigc75Pq7bUTxtj,11.806781768798828
5id3Rqn7SPj1LX4FfY4nGz,31.858482360839844
5wYsaAnkSGwRGnJdY59WmY,10.172771453857422
